Hour,Hour_Number,Simulation_Time,Average_SoC,Active_Drivers,Total_SoC
T1,1,2.866619222770509,0.7356485862046283,3,2.2069457586138848
T1,1,5.8046795571031895,0.6969684789483289,5,3.4848423947416447
T1,1,9.385165297233186,0.7303135933311632,7,5.112195153318142
T1,1,12.404386443244416,0.7236143120801561,9,6.512528808721405
T1,1,15.09256757031304,0.7226121002245357,11,7.948733102469893
T1,1,18.32573456451296,0.7318771769584542,13,9.514403300459906
T1,1,21.134789833804412,0.7297556979622057,15,10.946335469433086
T1,1,24.167466988858592,0.7225256731720876,17,12.28293644392549
T1,1,26.948723216906767,0.7190390727970941,19,13.661742383144789
T1,1,30.410741297787975,0.708879568994575,21,14.886470948886076
T1,1,32.91918908517306,0.7119397168385132,23,16.374613487285803
T1,1,35.95590472133999,0.7207984973651036,25,18.01996243412759
T1,1,39.360060046042115,0.7227235769938227,27,19.513536578833214
T1,1,41.85085614954681,0.7260682722391674,29,21.055979894935852
T1,1,45.21565399932109,0.7242826448291383,31,22.452761989703287
T1,1,47.69897816581276,0.702855572721154,33,23.194233899798082
T1,1,50.6403493905831,0.6910020570471588,35,24.185071996650557
T1,1,53.283640546020735,0.6691517579503632,36,24.089463286213075
T1,1,55.70821884898052,0.6713382664478501,38,25.510854125018305
T1,1,58.74321706828343,0.6722536176811137,40,26.89014470724455
T2,2,61.714889818469715,0.6675098118062317,42,28.03541209586173
T2,2,64.33365634045816,0.6621166268325063,42,27.808898326965263
T2,2,66.74566733744686,0.6585362752426585,44,28.97559611067697
T2,2,68.78707216920245,0.6503470948921366,45,29.265619270146146
T2,2,71.98450289069126,0.6426646494131606,47,30.205238522418547
T2,2,74.2655383310861,0.6311042618447402,48,30.29300456854753
T2,2,76.52907497359718,0.6292248462138902,49,30.83201746448062
T2,2,79.02909089525568,0.62454573515891,50,31.2272867579455
T2,2,81.20700468805508,0.6212678914980345,50,31.06339457490173
